model,task,sample_id,score,benchmark,run_id
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recYt8xx80OTyDsL0,0.9375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recZ13cwgDQf9jRd9,0.75,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recZSGUkn56v9kEp1,0.0625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recZWeueB7lSPR6wN,0.0625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recZbxrocrxh9YENH,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recZdZxsN0AxDx0pB,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recZt4x514UQNnsgy,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reca44yABeO2fx7UB,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recaXdGn3FAIkxLGM,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recafnH3RRnMBXEb1,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recakFKZioXUuldcd,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recb2M22zaD3tL6Qc,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recb4cGsC6BJUCU3V,0.3125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reccOKzFNmyqeJ6ry,0.6875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reccVFW11Elovnf8T,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recclFbsjbaiVVnnV,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recdya6FuYraBU5Rh,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,receYQxnUBvxPcvbQ,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,receo3UUzRvWCqyfA,0.1875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recf6ayQmL1SxKbvW,0.0625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recgI6tUQ7RLJRWGx,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recgM7o1tcc7tP778,0.6875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recgXxEgllSGEpELP,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rechKl68Uc6H7vU0N,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rechgQucGlrnt8KRV,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rechtUKxC6G67H7Pr,0.625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recihePFulRgNKsIn,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reciuppdQde4FGX1z,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recjJ54TXc04enRkZ,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recjgMJaMxz4ESDF2,0.9375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reck1zKeCssmN82Ga,0.0625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reck4G4xxv3YnpbtQ,0.625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reckYqR92oJkqJXkE,0.1875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reckl6PkaEMWM50yZ,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recl1UtgTVKishAq4,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recmI7EiLv72PxmYK,0.0625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recmkvk6EFAmqyMxR,0.4375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recmwwQJnx7ll7bqL,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recn3NhOhqAPLda16,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recnGEpF1srQpaqWq,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recnTTKdBzfuoZ7w7,0.1875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recnawZPumSCLMVgp,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recnjViFrqlZNL3fY,0.5,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reco8WSc71p8zAv4q,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recooG6bivTUJpDBz,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recoy9ZLBsc7HIRBy,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recpJmTOXx6T48nDJ,0.4375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recpki12iG9RUGrz9,0.875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recqFDvYKKRmbnoUb,0.1875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recqGD3fxPCI59vPQ,0.1875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recqLRu4BcJvlSANc,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recr3VHM4zYf6dMFY,0.0625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recrHBEJJoDTV05JR,0.3125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recrNbtgTNoabJJi6,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recrs0kUo7Ua1xhKO,0.9375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recs3PLPUEMiqg4P8,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rect4iLrSfUwkNTno,0.3125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rectXfsCM1dj4Kv2c,0.5,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rectlyG9pCAAuWhoB,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recuYEkVjdVUwA3c0,0.625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recuyeuT5rQ6qDt8F,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recv7GsQg3f0fvB1f,0.625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recvZlMbpPz0yLDle,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recvlnu8BuLmXZhSX,0.5625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recw4rROcnHKNZhtK,0.8125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recxTy0x7M6T9ikc0,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recxsX66ktJ1Lwt4f,0.875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recyPffUDqC2k7ZZO,0.5625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recyl3usDqb7ruXJx,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recypVp2NmPlBKVTp,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reczQ4I0VpENdMtIj,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reczUoM8JsxU6pYxr,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reczjcMtrB1YGS2fO,0.1875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reczzzihL7btBH7RO,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rec0VuKUjt1SZ7NYv,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rec1oj2DveQWl9Rpw,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rec32C1ZEapBnCC0E,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rec47oNPXudlTIk4y,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rec6sE2CRtD4drtHg,0.8125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,rec9W28HgpEUeUN8k,0.5,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recAYkd96NNuNl1Ei,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recBhnXrUyTJ6WHIR,0.6875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recE2ihVfqEK4R9d0,0.625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recGee5m84dg5FZkc,0.875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recINGR1z01Fh1Z3A,0.875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recJpyGtGIsxulevT,0.8125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recLB0EkQ54bYVhnd,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recMicVBcqy1xM1jq,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recPIzpnuYpB4yvmp,0.5625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recRZjaElf8ft7xTq,0.1875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recReg13iV2HwJTaA,0.75,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recRhwQwHijW0gCLo,0.375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recUc29lMDBEvurYo,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recVE8cUNHpHZIAvL,0.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recWXwn9v4IG9ZrM6,1.0,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recXsYa3i2UhGF5fe,0.4375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recYCMJWH7IpcdqwE,0.5625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recatj4YXzbOaq3Ar,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recb80OwMgNnceA9t,0.25,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reccVBrYdwsB84fGy,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recfTlTMjZBuOducT,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recgC4GJ8wUemlUQD,0.6875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recixxJmdux0d8LZQ,0.9375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reckEnrOPFT9Ru7tW,0.75,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recoiTJPGUmzAkief,0.9375,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recwW1A85nfyQpReG,0.5625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recwlwlcPvXVNPmvl,0.8125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recyrk6XBVwugG5u8,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recywRj5a8EEjj2Ib,0.875,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,recz3MfYHPRhsEQkW,0.125,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,GPQA Diamond,reczkBiPPNrNN49Hp,0.5625,GPQA diamond,MEwMcmSV32JHrsNoAq4BFL
mistral/mistral-small-2503,GPQA Diamond,rec06pnAkLOr2t2mp,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec0Arme2jcXQZnAW,0.625,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec0wZvZgiz320KRs,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec0yTRmO1o1xCA6H,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec1zl5LvaatzGhFt,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec260hNUCEj109Dj,0.875,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec2UlKqC6RFHdcro,0.25,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec2ZTsqazBZ3LTWZ,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec2fsnzUuvNtUYK8,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec4JrWy7Il8ho5vk,0.625,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec4L69T0Y1AS4AFS,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec4UqStf9WUVif1f,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec4r4KWNLrT7g2kR,0.25,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec527dNeEtWJrYNl,0.875,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec5eA17Qr1ucNLUf,0.375,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec5rjeLsEq5Fg7Oj,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec7C06XOB2h298ue,0.625,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec7qmSnbud4FHSqL,0.375,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec8nshandHARTkrg,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec8y3ZrBOcLgNEkE,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec9GugrngvsQR99A,0.625,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,rec9ubQihAh6g9bft,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recA1i5ZAh0Uzclxp,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recAAJoHMW45Lv5je,0.375,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recBGxVySx1pkrO1i,0.375,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recBXlqrZUCR897It,0.625,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recBtVK8rBVtIlXDq,0.75,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recCJJOeBGERaHYax,0.125,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recD8oX1KevFbl7bL,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recDDxpS9s8cwkqfq,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recDj2Y2BbtV02Wv5,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recDytVnNYZe2HuUU,0.25,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recEmTBhx2hgw6tPQ,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recFaL6j8UMhutXrc,0.25,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recG1ljJQcVy6CbSl,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recGFKDUd8qgz81Zl,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recGFNRVl1qBZGwyU,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recHVUd2DkoKfedJZ,0.875,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recI1ls9OXdxatHQn,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recIDiDKKrN61Auyr,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recIIUynGGpsGEYuo,0.75,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recIMcQfaQNa6vzsT,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recINSFEYLCyyd08m,0.125,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recIOlKBsOeEcgkA1,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recIj8lR4tuDgrHou,0.25,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recIlghoOw5VbY4Zh,0.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recJJcOHhFeSaRpl4,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recJZ3QEfRKjYw9a7,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recK9F5aqdaybl8bb,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recKcjTwONILZqHAX,0.125,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recKm6LNWykGapmCr,0.5,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recKv4hFyNpViUXnL,0.125,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recL9MFV5zmdlle5T,0.375,GPQA diamond,S8bBDAbucsFceirHxeEDvu
mistral/mistral-small-2503,GPQA Diamond,recLAgwx9vbgB5EHk,1.0,GPQA diamond,S8bBDAbucsFceirHxeEDvu
